bus_id,arrival_time,passenger_count_before,boarding_count,alighting_count,departure_time,residence_time,passenger_count_after,utilization_rate
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,900.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0
2.0,1800.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0
3.0,2700.0,0.0,0.0,0.0,2700.0,0.0,0.0,0.0
4.0,3600.0,0.0,0.0,0.0,3600.0,0.0,0.0,0.0
5.0,4500.0,0.0,0.0,0.0,4500.0,0.0,0.0,0.0
6.0,5400.0,0.0,0.0,0.0,5400.0,0.0,0.0,0.0
7.0,6300.0,0.0,0.0,0.0,6300.0,0.0,0.0,0.0
8.0,7200.0,0.0,0.0,0.0,7200.0,0.0,0.0,0.0
9.0,8100.0,0.0,0.0,0.0,8100.0,0.0,0.0,0.0
10.0,9000.0,0.0,0.0,0.0,9000.0,0.0,0.0,0.0
11.0,9900.0,0.0,0.0,0.0,9900.0,0.0,0.0,0.0
12.0,10800.0,0.0,0.0,0.0,10800.0,0.0,0.0,0.0
13.0,11700.0,0.0,0.0,0.0,11700.0,0.0,0.0,0.0
14.0,12600.0,0.0,0.0,0.0,12600.0,0.0,0.0,0.0
15.0,13500.0,0.0,0.0,0.0,13500.0,0.0,0.0,0.0
16.0,14400.0,0.0,0.0,0.0,14400.0,0.0,0.0,0.0
17.0,15300.0,0.0,0.0,0.0,15300.0,0.0,0.0,0.0
18.0,16200.0,0.0,0.0,0.0,16200.0,0.0,0.0,0.0
19.0,17100.0,0.0,0.0,0.0,17100.0,0.0,0.0,0.0
20.0,18000.0,0.0,0.0,0.0,18000.0,0.0,0.0,0.0
21.0,18900.0,0.0,0.0,0.0,18900.0,0.0,0.0,0.0
22.0,19800.0,0.0,0.0,0.0,19800.0,0.0,0.0,0.0
23.0,20700.0,0.0,0.0,0.0,20700.0,0.0,0.0,0.0
24.0,21600.0,0.0,0.0,0.0,21600.0,0.0,0.0,0.0
25.0,22500.0,0.0,0.0,0.0,22500.0,0.0,0.0,0.0
26.0,23400.0,0.0,0.0,0.0,23400.0,0.0,0.0,0.0
27.0,24300.0,0.0,0.0,0.0,24300.0,0.0,0.0,0.0
28.0,25200.0,0.0,0.0,0.0,25200.0,0.0,0.0,0.0
29.0,26100.0,0.0,0.0,0.0,26100.0,0.0,0.0,0.0
30.0,27000.0,0.0,0.0,0.0,27000.0,0.0,0.0,0.0
31.0,27900.0,0.0,0.0,0.0,27900.0,0.0,0.0,0.0
32.0,28800.0,0.0,0.0,0.0,28800.0,0.0,0.0,0.0
33.0,29700.0,0.0,0.0,0.0,29700.0,0.0,0.0,0.0
34.0,30600.0,0.0,0.0,0.0,30600.0,0.0,0.0,0.0
35.0,31500.0,0.0,0.0,0.0,31500.0,0.0,0.0,0.0
36.0,32400.0,0.0,0.0,0.0,32400.0,0.0,0.0,0.0
37.0,33300.0,0.0,0.0,0.0,33300.0,0.0,0.0,0.0
38.0,34200.0,0.0,0.0,0.0,34200.0,0.0,0.0,0.0
39.0,35100.0,0.0,0.0,0.0,35100.0,0.0,0.0,0.0
40.0,36000.0,0.0,0.0,0.0,36000.0,0.0,0.0,0.0
41.0,36900.0,0.0,0.0,0.0,36900.0,0.0,0.0,0.0
42.0,37800.0,0.0,0.0,0.0,37800.0,0.0,0.0,0.0
43.0,38700.0,0.0,0.0,0.0,38700.0,0.0,0.0,0.0
44.0,39600.0,0.0,0.0,0.0,39600.0,0.0,0.0,0.0
45.0,40500.0,0.0,0.0,0.0,40500.0,0.0,0.0,0.0
46.0,41400.0,0.0,0.0,0.0,41400.0,0.0,0.0,0.0
47.0,42300.0,0.0,0.0,0.0,42300.0,0.0,0.0,0.0
48.0,43200.0,0.0,0.0,0.0,43200.0,0.0,0.0,0.0
49.0,44100.0,0.0,0.0,0.0,44100.0,0.0,0.0,0.0
50.0,45000.0,0.0,0.0,0.0,45000.0,0.0,0.0,0.0
51.0,45900.0,0.0,0.0,0.0,45900.0,0.0,0.0,0.0
52.0,46800.0,0.0,0.0,0.0,46800.0,0.0,0.0,0.0
53.0,47700.0,0.0,0.0,0.0,47700.0,0.0,0.0,0.0
54.0,48600.0,0.0,0.0,0.0,48600.0,0.0,0.0,0.0
55.0,49500.0,0.0,0.0,0.0,49500.0,0.0,0.0,0.0
56.0,50400.0,0.0,0.0,0.0,50400.0,0.0,0.0,0.0
57.0,51300.0,0.0,0.0,0.0,51300.0,0.0,0.0,0.0
58.0,52200.0,0.0,0.0,0.0,52200.0,0.0,0.0,0.0
59.0,53100.0,0.0,0.0,0.0,53100.0,0.0,0.0,0.0
60.0,54000.0,0.0,0.0,0.0,54000.0,0.0,0.0,0.0
61.0,54900.0,0.0,0.0,0.0,54900.0,0.0,0.0,0.0
62.0,55800.0,0.0,0.0,0.0,55800.0,0.0,0.0,0.0
63.0,56700.0,0.0,0.0,0.0,56700.0,0.0,0.0,0.0
64.0,57600.0,0.0,0.0,0.0,57600.0,0.0,0.0,0.0
