bus_id,arrival_time,passenger_count_before,boarding_count,alighting_count,departure_time,residence_time,passenger_count_after,utilization_rate
0.0,5119.500000000001,0.0,0.0,0.0,5119.500000000001,0.0,0.0,0.0
1.0,6123.356672826036,4.0,0.0,0.0,6123.356672826036,0.0,4.0,0.044444444444444446
2.0,6958.268817500904,3.0,0.0,1.0,6958.94390356357,0.6750860626652866,2.0,0.022222222222222223
3.0,7877.21957374733,9.0,0.0,4.0,7883.358702662683,6.139128915352558,5.0,0.05555555555555555
4.0,8812.246715052719,7.0,0.0,2.0,8814.524688282434,2.2779732297149167,5.0,0.05555555555555555
5.0,9687.746384628976,12.0,0.0,3.0,9694.196960953068,6.450576324092253,9.0,0.1
6.0,10638.796208084363,10.0,0.0,0.0,10638.796208084363,0.0,10.0,0.1111111111111111
7.0,11515.224013067727,11.0,0.0,3.0,11517.161298692212,1.9372856244845025,8.0,0.08888888888888889
8.0,12449.34083528813,22.0,0.0,2.0,12455.13885306656,5.798017778430221,20.0,0.2222222222222222
9.0,13391.246762894352,2.0,0.0,1.0,13394.094498287915,2.847735393563198,1.0,0.011111111111111112
10.0,14296.069247932084,18.0,0.0,11.0,14312.645508427355,16.576260495270617,7.0,0.07777777777777778
11.0,15194.47497114799,22.0,0.0,5.0,15200.340691955189,5.865720807198159,17.0,0.18888888888888888
12.0,16187.218263896348,21.0,0.0,2.0,16189.710897258274,2.492633361925982,19.0,0.2111111111111111
13.0,16985.401492554432,11.0,0.0,0.0,16985.401492554432,0.0,11.0,0.12222222222222222
14.0,17945.809118700254,2.0,0.0,0.0,17945.809118700254,0.0,2.0,0.022222222222222223
15.0,18750.61201363592,13.0,0.0,3.0,18754.638347728916,4.026334092995967,10.0,0.1111111111111111
16.0,19688.21806919122,9.0,0.0,2.0,19690.78141957928,2.5633503880599164,7.0,0.07777777777777778
17.0,20572.38187340464,7.0,0.0,1.0,20576.40574611086,4.023872706220573,6.0,0.06666666666666667
18.0,21476.09297976669,6.0,0.0,0.0,21476.09297976669,0.0,6.0,0.06666666666666667
19.0,22394.831893804556,8.0,0.0,1.0,22396.196416130977,1.3645223264211381,7.0,0.07777777777777778
20.0,23290.925306228386,15.0,0.0,0.0,23290.925306228386,0.0,15.0,0.16666666666666666
21.0,24123.085352362323,4.0,0.0,0.0,24123.085352362323,0.0,4.0,0.044444444444444446
22.0,25012.335206101692,4.0,0.0,3.0,25017.577966009372,5.242759907680011,1.0,0.011111111111111112
23.0,25937.40868074849,4.0,0.0,0.0,25937.40868074849,0.0,4.0,0.044444444444444446
24.0,26810.518790463277,8.0,0.0,1.0,26812.615538390673,2.096747927396791,7.0,0.07777777777777778
25.0,27728.240860765196,3.0,0.0,1.0,27729.542522095202,1.3016613300060271,2.0,0.022222222222222223
26.0,28619.56809878263,4.0,0.0,1.0,28620.554657886794,0.9865591041634616,3.0,0.03333333333333333
27.0,29485.903252615884,4.0,0.0,0.0,29485.903252615884,0.0,4.0,0.044444444444444446
28.0,30405.05813514947,1.0,0.0,0.0,30405.05813514947,0.0,1.0,0.011111111111111112
29.0,31313.100674121008,9.0,0.0,2.0,31319.074750590276,5.974076469268766,7.0,0.07777777777777778
30.0,32303.465128328244,12.0,0.0,2.0,32305.06975901832,1.6046306900752825,10.0,0.1111111111111111
31.0,33122.291700247384,5.0,2.0,2.0,33126.91835866658,4.6266584191980655,5.0,0.05555555555555555
32.0,34065.11751365263,18.0,0.0,10.0,34082.27861228384,17.161098631208006,8.0,0.08888888888888889
33.0,34909.336560222495,3.0,0.0,0.0,34909.336560222495,0.0,3.0,0.03333333333333333
34.0,35846.14405236265,6.0,0.0,0.0,35846.14405236265,0.0,6.0,0.06666666666666667
35.0,36743.053316073936,7.0,0.0,1.0,36744.84554555512,1.7922294811869506,6.0,0.06666666666666667
36.0,37664.45605296965,5.0,0.0,0.0,37664.45605296965,0.0,5.0,0.05555555555555555
37.0,38518.84546092907,6.0,0.0,2.0,38522.29558483751,3.4501239084420376,4.0,0.044444444444444446
38.0,39607.716908670576,20.0,0.0,2.0,39610.90459923921,3.1876905686367536,18.0,0.2
39.0,40356.09801811534,2.0,0.0,0.0,40356.09801811534,0.0,2.0,0.022222222222222223
40.0,41211.29908936609,4.0,0.0,0.0,41211.29908936609,0.0,4.0,0.044444444444444446
41.0,42271.061300828944,15.0,0.0,1.0,42272.24296690518,1.1816660762342508,14.0,0.15555555555555556
42.0,42989.02609574504,4.0,0.0,0.0,42989.02609574504,0.0,4.0,0.044444444444444446
43.0,43846.783345679745,0.0,0.0,0.0,43846.783345679745,0.0,0.0,0.0
44.0,45022.1437714383,15.0,0.0,4.0,45035.53844834272,13.394676904419612,11.0,0.12222222222222222
45.0,45819.909936995624,9.0,0.0,3.0,45824.26549427635,4.355557280723588,6.0,0.06666666666666667
46.0,46708.50464441928,12.0,0.0,2.0,46713.55511710042,5.0504726811414,10.0,0.1111111111111111
47.0,47590.55769586122,10.0,0.0,2.0,47595.37624983533,4.818553974109818,8.0,0.08888888888888889
