station_id,arrival_time,passenger_count_before,boarding_count,alighting_count,departure_time,residence_time,passenger_count_after,utilization_rate
0.0,44100.0,0.0,0.0,0.0,44100.0,0.0,0.0,0.0
1.0,44196.6,0.0,6.0,0.0,44206.86761125196,10.26761125196208,6.0,0.06666666666666667
2.0,44323.16761125196,6.0,0.0,0.0,44323.16761125196,0.0,6.0,0.06666666666666667
3.0,44428.36761125196,6.0,0.0,0.0,44428.36761125196,0.0,6.0,0.06666666666666667
4.0,44490.06761125196,6.0,0.0,0.0,44490.06761125196,0.0,6.0,0.06666666666666667
5.0,44574.267611251955,6.0,0.0,0.0,44574.267611251955,0.0,6.0,0.06666666666666667
6.0,44650.06761125196,6.0,0.0,0.0,44650.06761125196,0.0,6.0,0.06666666666666667
7.0,44754.56761125196,6.0,5.0,0.0,44770.275002394286,15.70739114232856,11.0,0.12222222222222222
8.0,44876.07500239429,11.0,3.0,0.0,44880.20863152891,4.133629134623334,14.0,0.15555555555555556
9.0,44998.20863152891,14.0,4.0,0.0,45002.75202235451,4.5433908255945425,18.0,0.2
10.0,45067.952022354504,18.0,0.0,0.0,45067.952022354504,0.0,18.0,0.2
11.0,45195.952022354504,18.0,7.0,1.0,45210.63993702115,14.687914666646975,24.0,0.26666666666666666
12.0,45326.13993702115,24.0,5.0,4.0,45332.139772299546,5.9998352783950395,25.0,0.2777777777777778
13.0,45439.83977229954,25.0,0.0,0.0,45439.83977229954,0.0,25.0,0.2777777777777778
14.0,45497.03977229954,25.0,0.0,0.0,45497.03977229954,0.0,25.0,0.2777777777777778
15.0,45601.53977229954,25.0,0.0,0.0,45601.53977229954,0.0,25.0,0.2777777777777778
16.0,45676.33977229954,25.0,0.0,0.0,45676.33977229954,0.0,25.0,0.2777777777777778
17.0,45745.739772299545,25.0,0.0,2.0,45748.6781410796,2.9383687800582265,23.0,0.25555555555555554
18.0,45876.6781410796,23.0,0.0,3.0,45881.938998488506,5.260857408902666,20.0,0.2222222222222222
19.0,45979.6389984885,20.0,0.0,0.0,45979.6389984885,0.0,20.0,0.2222222222222222
20.0,46117.6389984885,20.0,0.0,0.0,46117.6389984885,0.0,20.0,0.2222222222222222
21.0,46255.6389984885,20.0,0.0,0.0,46255.6389984885,0.0,20.0,0.2222222222222222
22.0,46403.6389984885,20.0,0.0,0.0,46403.6389984885,0.0,20.0,0.2222222222222222
23.0,46467.1389984885,20.0,0.0,2.0,46470.34388810711,3.204889618609741,18.0,0.2
24.0,46570.34388810711,18.0,0.0,0.0,46570.34388810711,0.0,18.0,0.2
25.0,46625.44388810711,18.0,1.0,0.0,46627.042184777056,1.5982966699448298,19.0,0.2111111111111111
26.0,46805.042184777056,19.0,0.0,0.0,46805.042184777056,0.0,19.0,0.2111111111111111
27.0,46933.042184777056,19.0,0.0,1.0,46936.43768687902,3.3955021019646665,18.0,0.2
28.0,47045.13768687902,18.0,0.0,1.0,47046.11360323245,0.9759163534326945,17.0,0.18888888888888888
29.0,47164.11360323245,17.0,0.0,1.0,47165.92399856775,1.8103953352983808,16.0,0.17777777777777778
30.0,47272.52399856775,16.0,1.0,0.0,47274.845158459066,2.32115989131853,17.0,0.18888888888888888
31.0,47412.845158459066,17.0,2.0,3.0,47417.730490259186,4.885331800120184,16.0,0.17777777777777778
32.0,47545.730490259186,16.0,0.0,1.0,47548.16915403495,2.438663775763416,15.0,0.16666666666666666
33.0,47653.26915403495,15.0,0.0,0.0,47653.26915403495,0.0,15.0,0.16666666666666666
34.0,47748.06915403495,15.0,0.0,3.0,47750.745277432725,2.676123397774063,12.0,0.13333333333333333
35.0,47866.54527743273,12.0,0.0,1.0,47868.576113238654,2.030835805926472,11.0,0.12222222222222222
36.0,48066.576113238654,11.0,0.0,0.0,48066.576113238654,0.0,11.0,0.12222222222222222
37.0,48284.576113238654,11.0,0.0,1.0,48285.197728457,0.6216152183478698,10.0,0.1111111111111111
38.0,48453.197728457,10.0,0.0,0.0,48453.197728457,0.0,10.0,0.1111111111111111
39.0,48681.197728457,10.0,0.0,0.0,48681.197728457,0.0,10.0,0.1111111111111111
40.0,48849.197728457,10.0,0.0,0.0,48849.197728457,0.0,10.0,0.1111111111111111
41.0,48977.197728457,10.0,0.0,0.0,48977.197728457,0.0,10.0,0.1111111111111111
42.0,49095.197728457,10.0,0.0,2.0,49098.79691009906,3.599181642057374,8.0,0.08888888888888889
43.0,49159.79691009906,8.0,0.0,3.0,49162.40692480061,2.6100147015531547,5.0,0.05555555555555555
44.0,49247.90692480061,5.0,0.0,0.0,49247.90692480061,0.0,5.0,0.05555555555555555
45.0,49315.206924800616,5.0,0.0,0.0,49315.206924800616,0.0,5.0,0.05555555555555555
46.0,49375.806924800614,5.0,0.0,3.0,49380.063140697916,4.256215897301445,2.0,0.022222222222222223
47.0,49518.063140697916,2.0,0.0,1.0,49519.057733058726,0.9945923608102021,1.0,0.011111111111111112
48.0,49604.157733058724,1.0,0.0,1.0,49607.73877873636,3.5810456776380306,0.0,0.0
,,,,0.0,,,,
