station_id,arrival_time,passenger_count_before,boarding_count,alighting_count,departure_time,residence_time,passenger_count_after,utilization_rate
0.0,40500.0,0.0,0.0,0.0,40500.0,0.0,0.0,0.0
1.0,40596.6,0.0,0.0,0.0,40596.6,0.0,0.0,0.0
2.0,40712.9,0.0,23.0,0.0,40745.90135580994,33.001355809938104,23.0,0.25555555555555554
3.0,40851.10135580994,23.0,4.0,2.0,40859.70758160346,8.606225793526391,25.0,0.2777777777777778
4.0,40921.40758160346,25.0,1.0,0.0,40923.55064832479,2.1430667213280685,26.0,0.28888888888888886
5.0,41007.750648324785,26.0,0.0,1.0,41009.199807387544,1.4491590627585538,25.0,0.2777777777777778
6.0,41084.99980738755,25.0,2.0,0.0,41087.44424870907,2.4444413215242093,27.0,0.3
7.0,41191.94424870907,27.0,3.0,0.0,41200.37591517955,8.431666470482014,30.0,0.3333333333333333
8.0,41306.175915179556,30.0,13.0,1.0,41326.75565675096,20.579741571404156,42.0,0.4666666666666667
9.0,41444.75565675096,42.0,1.0,0.0,41445.860788944316,1.10513219335553,43.0,0.4777777777777778
10.0,41511.06078894431,43.0,5.0,0.0,41517.17297588739,6.112186943078996,48.0,0.5333333333333333
11.0,41645.17297588739,48.0,3.0,1.0,41650.692020443246,5.519044555854634,50.0,0.5555555555555556
12.0,41766.192020443246,50.0,3.0,2.0,41772.87157850297,6.679558059724513,51.0,0.5666666666666667
13.0,41880.57157850297,51.0,0.0,2.0,41884.35063437789,3.779055874925689,49.0,0.5444444444444444
14.0,41941.55063437789,49.0,0.0,0.0,41941.55063437789,0.0,49.0,0.5444444444444444
15.0,42046.05063437789,49.0,1.0,1.0,42047.22270183811,1.1720674602183863,49.0,0.5444444444444444
16.0,42122.02270183811,49.0,0.0,1.0,42123.21200513585,1.189303297738661,48.0,0.5333333333333333
17.0,42192.61200513585,48.0,0.0,0.0,42192.61200513585,0.0,48.0,0.5333333333333333
18.0,42320.61200513585,48.0,2.0,1.0,42326.94224756165,6.330242425799952,49.0,0.5444444444444444
19.0,42424.64224756165,49.0,0.0,1.0,42426.637138785016,1.9948912233667215,48.0,0.5333333333333333
20.0,42564.637138785016,48.0,0.0,0.0,42564.637138785016,0.0,48.0,0.5333333333333333
21.0,42702.637138785016,48.0,1.0,2.0,42704.874348158715,2.237209373699443,47.0,0.5222222222222223
22.0,42852.874348158715,47.0,0.0,0.0,42852.874348158715,0.0,47.0,0.5222222222222223
23.0,42916.374348158715,47.0,1.0,0.0,42917.48959417525,1.1152460165321827,48.0,0.5333333333333333
24.0,43017.48959417525,48.0,0.0,0.0,43017.48959417525,0.0,48.0,0.5333333333333333
25.0,43072.589594175246,48.0,0.0,0.0,43072.589594175246,0.0,48.0,0.5333333333333333
26.0,43250.589594175246,48.0,0.0,9.0,43269.61599256701,19.026398391761177,39.0,0.43333333333333335
27.0,43397.61599256701,39.0,0.0,1.0,43398.98316845217,1.3671758851633058,38.0,0.4222222222222222
28.0,43507.68316845217,38.0,0.0,0.0,43507.68316845217,0.0,38.0,0.4222222222222222
29.0,43625.68316845217,38.0,0.0,1.0,43627.12272179376,1.439553341595456,37.0,0.4111111111111111
30.0,43733.72272179376,37.0,0.0,2.0,43735.99041923667,2.267697442905046,35.0,0.3888888888888889
31.0,43873.99041923667,35.0,7.0,2.0,43883.873213027146,9.8827937904789,40.0,0.4444444444444444
32.0,44011.873213027146,40.0,0.0,1.0,44012.745337662345,0.8721246351997252,39.0,0.43333333333333335
33.0,44117.845337662344,39.0,0.0,4.0,44123.58419509565,5.738857433309022,35.0,0.3888888888888889
34.0,44218.384195095656,35.0,2.0,4.0,44223.86810993379,5.483914838136116,33.0,0.36666666666666664
35.0,44339.668109933795,33.0,0.0,1.0,44340.25771775766,0.5896078238656628,32.0,0.35555555555555557
36.0,44538.25771775766,32.0,0.0,5.0,44546.78798387486,8.5302661172027,27.0,0.3
37.0,44764.78798387486,27.0,0.0,3.0,44773.68400180228,8.896017927414505,24.0,0.26666666666666666
38.0,44941.68400180228,24.0,0.0,1.0,44943.01481753986,1.3308157375795417,23.0,0.25555555555555554
39.0,45171.01481753986,23.0,0.0,3.0,45175.530125057965,4.515307518107875,20.0,0.2222222222222222
40.0,45343.530125057965,20.0,0.0,0.0,45343.530125057965,0.0,20.0,0.2222222222222222
41.0,45471.530125057965,20.0,0.0,0.0,45471.530125057965,0.0,20.0,0.2222222222222222
42.0,45589.530125057965,20.0,0.0,3.0,45593.00690495822,3.476779900258407,17.0,0.18888888888888888
43.0,45654.00690495822,17.0,0.0,5.0,45662.497452853335,8.490547895111376,12.0,0.13333333333333333
44.0,45747.997452853335,12.0,0.0,3.0,45752.60993699562,4.612484142286121,9.0,0.1
45.0,45819.909936995624,9.0,0.0,3.0,45824.26549427635,4.355557280723588,6.0,0.06666666666666667
46.0,45884.865494276346,6.0,0.0,1.0,45885.70685159362,0.841357317272923,5.0,0.05555555555555555
47.0,46023.70685159362,5.0,0.0,5.0,46031.00161072908,7.294759135460481,0.0,0.0
48.0,46116.10161072908,0.0,0.0,0.0,46116.10161072908,0.0,0.0,0.0
,,,,0.0,,,,
