bus_id,arrival_time,passenger_count_before,boarding_count,alighting_count,departure_time,residence_time,passenger_count_after,utilization_rate
0.0,4491.700000000001,0.0,0.0,0.0,4491.700000000001,0.0,0.0,0.0
1.0,5477.147437388372,10.0,0.0,0.0,5477.147437388372,0.0,10.0,0.1111111111111111
2.0,6326.734936901764,1.0,0.0,0.0,6326.734936901764,0.0,1.0,0.011111111111111112
3.0,7241.59662607273,9.0,0.0,0.0,7241.59662607273,0.0,9.0,0.1
4.0,8164.333774422959,17.0,2.0,2.0,8167.896640630914,3.5628662079543574,17.0,0.18888888888888888
5.0,9047.29843372829,16.0,0.0,0.0,9047.29843372829,0.0,16.0,0.17777777777777778
6.0,9977.161027949966,31.0,0.0,0.0,9977.161027949966,0.0,31.0,0.34444444444444444
7.0,10877.968123768791,13.0,0.0,0.0,10877.968123768791,0.0,13.0,0.14444444444444443
8.0,11794.33896405968,37.0,0.0,1.0,11796.214073213165,1.8751091534850275,36.0,0.4
9.0,12730.259705413062,20.0,0.0,1.0,12732.349689617957,2.0899842048947903,19.0,0.2111111111111111
10.0,13645.133829528331,28.0,0.0,1.0,13646.102589630604,0.9687601022724266,27.0,0.3
11.0,14532.388310256485,35.0,1.0,2.0,14534.504516525927,2.1162062694420456,34.0,0.37777777777777777
12.0,15519.118153825237,42.0,0.0,0.0,15519.118153825237,0.0,42.0,0.4666666666666667
13.0,16330.905722595402,24.0,0.0,2.0,16335.915124608555,5.009402013152794,22.0,0.24444444444444444
14.0,17294.911891049127,16.0,0.0,1.0,17297.038467629758,2.126576580631081,15.0,0.16666666666666666
15.0,18102.29171195105,25.0,0.0,1.0,18103.04010894461,0.7483969935601635,24.0,0.26666666666666666
16.0,19052.951077117177,16.0,0.0,0.0,19052.951077117177,0.0,16.0,0.17777777777777778
17.0,19926.429359602254,14.0,2.0,0.0,19929.401747809025,2.9723882067701197,16.0,0.17777777777777778
18.0,20830.38613085508,16.0,0.0,0.0,20830.38613085508,0.0,16.0,0.17777777777777778
19.0,21739.67194802406,15.0,0.0,2.0,21741.92472972597,2.2527817019108625,13.0,0.14444444444444443
20.0,22631.915995845706,25.0,0.0,0.0,22631.915995845706,0.0,25.0,0.2777777777777778
21.0,23482.004631078922,9.0,0.0,0.0,23482.004631078922,0.0,9.0,0.1
22.0,24369.466744872654,7.0,0.0,0.0,24369.466744872654,0.0,7.0,0.07777777777777778
23.0,25297.35943239815,10.0,0.0,0.0,25297.35943239815,0.0,10.0,0.1111111111111111
24.0,26170.05545006754,14.0,0.0,1.0,26171.71304577592,1.6575957083805406,13.0,0.14444444444444443
