station_id,arrival_time,passenger_count_before,boarding_count,alighting_count,departure_time,residence_time,passenger_count_after,utilization_rate
0.0,33300.0,0.0,0.0,0.0,33300.0,0.0,0.0,0.0
1.0,33396.6,0.0,11.0,0.0,33416.07504630407,19.47504630406911,11.0,0.12222222222222222
2.0,33532.37504630407,11.0,10.0,0.0,33546.09620015537,13.721153851300187,21.0,0.23333333333333334
3.0,33651.29620015537,21.0,3.0,2.0,33655.381842429844,4.085642274476413,22.0,0.24444444444444444
4.0,33717.08184242984,22.0,0.0,0.0,33717.08184242984,0.0,22.0,0.24444444444444444
5.0,33801.28184242984,22.0,10.0,0.0,33817.82821598406,16.546373554221645,32.0,0.35555555555555557
6.0,33893.62821598406,32.0,0.0,0.0,33893.62821598406,0.0,32.0,0.35555555555555557
7.0,33998.12821598406,32.0,0.0,0.0,33998.12821598406,0.0,32.0,0.35555555555555557
8.0,34103.928215984066,32.0,0.0,2.0,34107.317145110515,3.3889291264495114,30.0,0.3333333333333333
9.0,34225.317145110515,30.0,0.0,1.0,34226.68107650814,1.3639313976236735,29.0,0.32222222222222224
10.0,34291.881076508136,29.0,0.0,0.0,34291.881076508136,0.0,29.0,0.32222222222222224
11.0,34419.881076508136,29.0,0.0,0.0,34419.881076508136,0.0,29.0,0.32222222222222224
12.0,34535.381076508136,29.0,0.0,1.0,34536.60630483032,1.2252283221823745,28.0,0.3111111111111111
13.0,34644.306304830316,28.0,0.0,0.0,34644.306304830316,0.0,28.0,0.3111111111111111
14.0,34701.50630483031,28.0,0.0,0.0,34701.50630483031,0.0,28.0,0.3111111111111111
15.0,34806.00630483031,28.0,0.0,2.0,34809.182104973384,3.175800143071683,26.0,0.28888888888888886
16.0,34883.98210497339,26.0,0.0,0.0,34883.98210497339,0.0,26.0,0.28888888888888886
17.0,34953.38210497339,26.0,0.0,2.0,34955.35202072856,1.9699157551731332,24.0,0.26666666666666666
18.0,35083.35202072856,24.0,0.0,0.0,35083.35202072856,0.0,24.0,0.26666666666666666
19.0,35181.05202072856,24.0,0.0,2.0,35184.05282447847,3.000803749913757,22.0,0.24444444444444444
20.0,35322.05282447847,22.0,0.0,1.0,35324.16435905367,2.111534575196856,21.0,0.23333333333333334
21.0,35462.16435905367,21.0,0.0,0.0,35462.16435905367,0.0,21.0,0.23333333333333334
22.0,35610.16435905367,21.0,0.0,2.0,35614.24600000837,4.081640954696923,19.0,0.2111111111111111
23.0,35677.74600000837,19.0,0.0,0.0,35677.74600000837,0.0,19.0,0.2111111111111111
24.0,35777.74600000837,19.0,0.0,0.0,35777.74600000837,0.0,19.0,0.2111111111111111
25.0,35832.846000008365,19.0,0.0,0.0,35832.846000008365,0.0,19.0,0.2111111111111111
26.0,36010.846000008365,19.0,0.0,0.0,36010.846000008365,0.0,19.0,0.2111111111111111
27.0,36138.846000008365,19.0,0.0,0.0,36138.846000008365,0.0,19.0,0.2111111111111111
28.0,36247.54600000836,19.0,0.0,0.0,36247.54600000836,0.0,19.0,0.2111111111111111
29.0,36365.54600000836,19.0,0.0,2.0,36369.45297770453,3.9069776961696334,17.0,0.18888888888888888
30.0,36476.05297770453,17.0,0.0,0.0,36476.05297770453,0.0,17.0,0.18888888888888888
31.0,36614.05297770453,17.0,0.0,3.0,36618.66567913335,4.61270142882131,14.0,0.15555555555555556
32.0,36746.66567913335,14.0,0.0,0.0,36746.66567913335,0.0,14.0,0.15555555555555556
33.0,36851.76567913335,14.0,0.0,0.0,36851.76567913335,0.0,14.0,0.15555555555555556
34.0,36946.56567913335,14.0,0.0,4.0,36951.678763476295,5.113084342941875,10.0,0.1111111111111111
35.0,37067.4787634763,10.0,0.0,0.0,37067.4787634763,0.0,10.0,0.1111111111111111
36.0,37265.4787634763,10.0,0.0,1.0,37267.39191410125,1.9131506249541417,9.0,0.1
37.0,37485.39191410125,9.0,0.0,0.0,37485.39191410125,0.0,9.0,0.1
38.0,37653.39191410125,9.0,0.0,0.0,37653.39191410125,0.0,9.0,0.1
39.0,37881.39191410125,9.0,1.0,0.0,37882.811635692764,1.419721591511916,10.0,0.1111111111111111
40.0,38050.811635692764,10.0,1.0,0.0,38053.42759302519,2.615957332425751,11.0,0.12222222222222222
41.0,38181.42759302519,11.0,0.0,0.0,38181.42759302519,0.0,11.0,0.12222222222222222
42.0,38299.42759302519,11.0,0.0,4.0,38304.45314629196,5.0255532667724765,7.0,0.07777777777777778
43.0,38365.45314629196,7.0,0.0,1.0,38366.04546092907,0.5923146371060284,6.0,0.06666666666666667
44.0,38451.54546092907,6.0,0.0,0.0,38451.54546092907,0.0,6.0,0.06666666666666667
45.0,38518.84546092907,6.0,0.0,2.0,38522.29558483751,3.4501239084420376,4.0,0.044444444444444446
46.0,38582.89558483751,4.0,0.0,0.0,38582.89558483751,0.0,4.0,0.044444444444444446
47.0,38720.89558483751,4.0,0.0,4.0,38727.229392229056,6.3338073915438144,0.0,0.0
48.0,38812.329392229054,0.0,0.0,0.0,38812.329392229054,0.0,0.0,0.0
,,,,0.0,,,,
