bus_id,arrival_time,passenger_count_before,boarding_count,alighting_count,departure_time,residence_time,passenger_count_after,utilization_rate
0.0,3364.0,0.0,0.0,0.0,3364.0,0.0,0.0,0.0
1.0,4325.960885183209,19.0,0.0,1.0,4327.034753614044,1.0738684308353186,18.0,0.2
2.0,5189.99655349944,6.0,0.0,0.0,5189.99655349944,0.0,6.0,0.06666666666666667
3.0,6099.751824871328,6.0,1.0,0.0,6102.067421009867,2.3155961385391493,7.0,0.07777777777777778
4.0,7018.006503622578,21.0,1.0,0.0,7019.231595713664,1.2250920910864807,22.0,0.24444444444444444
5.0,7901.329650582857,16.0,2.0,4.0,7909.882193896958,8.552543314101058,14.0,0.15555555555555556
6.0,8822.604004625346,25.0,0.0,0.0,8822.604004625346,0.0,25.0,0.2777777777777778
7.0,9740.30137458564,18.0,0.0,0.0,9740.30137458564,0.0,18.0,0.2
8.0,10641.333752106793,34.0,0.0,0.0,10641.333752106793,0.0,34.0,0.37777777777777777
9.0,11586.75414439522,24.0,0.0,1.0,11587.650428093002,0.8962836977825646,23.0,0.25555555555555554
10.0,12495.859636449428,36.0,0.0,0.0,12495.859636449428,0.0,36.0,0.4
11.0,13392.835540909933,41.0,0.0,0.0,13392.835540909933,0.0,41.0,0.45555555555555555
12.0,14352.759499935422,62.0,0.0,2.0,14355.20047538824,2.4409754528169287,60.0,0.6666666666666666
13.0,15178.548113161169,26.0,0.0,0.0,15178.548113161169,0.0,26.0,0.28888888888888886
14.0,16128.65089685887,37.0,0.0,3.0,16138.060671943844,9.409775084974171,34.0,0.37777777777777777
15.0,16963.619568898943,24.0,0.0,0.0,16963.619568898943,0.0,24.0,0.26666666666666666
16.0,17905.239242570606,31.0,0.0,0.0,17905.239242570606,0.0,31.0,0.34444444444444444
17.0,18787.596926688537,19.0,0.0,0.0,18787.596926688537,0.0,19.0,0.2111111111111111
18.0,19679.818155596615,28.0,0.0,3.0,19687.614018688328,7.7958630917128175,25.0,0.2777777777777778
19.0,20601.086365146748,22.0,0.0,0.0,20601.086365146748,0.0,22.0,0.24444444444444444
20.0,21489.1677433848,23.0,0.0,0.0,21489.1677433848,0.0,23.0,0.25555555555555554
21.0,22345.635964283916,14.0,0.0,0.0,22345.635964283916,0.0,14.0,0.15555555555555556
22.0,23234.968469430347,10.0,0.0,1.0,23236.474518178788,1.5060487484406622,9.0,0.1
23.0,24148.314526827944,18.0,0.0,0.0,24148.314526827944,0.0,18.0,0.2
24.0,25030.048019897782,18.0,0.0,3.0,25032.994960383516,2.9469404857336485,15.0,0.16666666666666666
25.0,25934.984311387165,18.0,2.0,2.0,25940.852196870845,5.867885483679856,18.0,0.2
