bus_id,arrival_time,passenger_count_before,boarding_count,alighting_count,departure_time,residence_time,passenger_count_after,utilization_rate
0.0,1446.2,0.0,0.0,0.0,1446.2,0.0,0.0,0.0
1.0,2390.0959234008574,18.0,1.0,0.0,2392.1638997346477,2.067976333790284,19.0,0.2111111111111111
2.0,3269.4911186771787,7.0,0.0,0.0,3269.4911186771787,0.0,7.0,0.07777777777777778
3.0,4177.418699321393,7.0,0.0,0.0,4177.418699321393,0.0,7.0,0.07777777777777778
4.0,5087.2257295089,16.0,0.0,0.0,5087.2257295089,0.0,16.0,0.17777777777777778
5.0,5976.5890374969285,14.0,0.0,0.0,5976.5890374969285,0.0,14.0,0.15555555555555556
6.0,6883.281904705041,18.0,0.0,2.0,6885.101049992573,1.8191452875325922,16.0,0.17777777777777778
7.0,7805.09368779612,30.0,0.0,0.0,7805.09368779612,0.0,30.0,0.3333333333333333
8.0,8698.963093397158,36.0,0.0,1.0,8700.211829044243,1.2487356470846862,35.0,0.3888888888888889
9.0,9635.657250537162,35.0,0.0,0.0,9635.657250537162,0.0,35.0,0.3888888888888889
10.0,10547.163775614996,46.0,0.0,1.0,10549.802352782986,2.638577167990661,45.0,0.5
11.0,11447.41124580344,53.0,0.0,1.0,11449.407289713456,1.996043910015942,52.0,0.5777777777777777
12.0,12392.10898323811,77.0,1.0,0.0,12393.75030066315,1.641317425041052,78.0,0.8666666666666667
13.0,13225.560647381873,33.0,1.0,5.0,13234.40563852783,8.844991145957465,29.0,0.32222222222222224
14.0,14174.068420072495,57.0,0.0,0.0,14174.068420072495,0.0,57.0,0.6333333333333333
15.0,15006.739084780063,23.0,0.0,0.0,15006.739084780063,0.0,23.0,0.25555555555555554
16.0,15959.222293151219,45.0,2.0,0.0,15961.090084325031,1.867791173812293,47.0,0.5222222222222223
17.0,16824.281013349093,26.0,2.0,1.0,16827.611016895047,3.3300035459542414,27.0,0.3
18.0,17735.63580612185,30.0,1.0,0.0,17736.26820992372,0.6324038018719875,31.0,0.34444444444444444
19.0,18644.47704393776,36.0,0.0,1.0,18645.56403515938,1.0869912216185185,35.0,0.3888888888888889
20.0,19533.185398309153,32.0,2.0,0.0,19536.288351221505,3.1029529123516113,34.0,0.37777777777777777
21.0,20400.00683785217,24.0,1.0,0.0,20401.058750409633,1.051912557464675,25.0,0.2777777777777778
22.0,21304.516434069887,13.0,1.0,0.0,21305.47718554607,0.9607514761846687,14.0,0.15555555555555556
23.0,22213.569326395565,27.0,0.0,0.0,22213.569326395565,0.0,27.0,0.3
24.0,23093.720059890027,28.0,0.0,0.0,23093.720059890027,0.0,28.0,0.3111111111111111
25.0,24002.85927768465,22.0,0.0,0.0,24002.85927768465,0.0,22.0,0.24444444444444444
26.0,24895.572219778496,23.0,0.0,0.0,24895.572219778496,0.0,23.0,0.25555555555555554
27.0,25772.651308571283,15.0,1.0,0.0,25773.141265888094,0.489957316811342,16.0,0.17777777777777778
28.0,26686.867749982845,25.0,0.0,0.0,26686.867749982845,0.0,25.0,0.2777777777777778
29.0,27599.353317029785,12.0,2.0,0.0,27602.43959978972,3.0862827599339653,14.0,0.15555555555555556
30.0,28528.007446876418,38.0,3.0,0.0,28533.07664233156,5.069195455143927,41.0,0.45555555555555555
31.0,29407.075780602132,24.0,0.0,0.0,29407.075780602132,0.0,24.0,0.26666666666666666
32.0,30327.53807181356,35.0,0.0,0.0,30327.53807181356,0.0,35.0,0.3888888888888889
33.0,31204.01465629892,26.0,0.0,0.0,31204.01465629892,0.0,26.0,0.28888888888888886
34.0,32104.137583031054,31.0,0.0,0.0,32104.137583031054,0.0,31.0,0.34444444444444444
35.0,33011.658032707484,27.0,2.0,0.0,33014.039164419984,2.381131712500064,29.0,0.32222222222222224
36.0,33942.68042212885,25.0,2.0,2.0,33946.28719088424,3.6067687553950236,25.0,0.2777777777777778
37.0,34806.00630483031,28.0,0.0,2.0,34809.182104973384,3.175800143071683,26.0,0.28888888888888886
38.0,35786.364834642285,67.0,0.0,0.0,35786.364834642285,0.0,67.0,0.7444444444444445
39.0,36625.620151646144,28.0,0.0,1.0,36626.35511820462,0.7349665584770264,27.0,0.3
40.0,37499.44827255265,24.0,0.0,0.0,37499.44827255265,0.0,24.0,0.26666666666666666
41.0,38507.943761627284,53.0,1.0,0.0,38508.63810260813,0.6943409808445722,54.0,0.6
42.0,39282.91430690038,22.0,0.0,0.0,39282.91430690038,0.0,22.0,0.24444444444444444
43.0,40160.48030849548,5.0,0.0,0.0,40160.48030849548,0.0,5.0,0.05555555555555555
44.0,41201.95925992838,79.0,0.0,0.0,41201.95925992838,0.0,79.0,0.8777777777777778
45.0,42046.05063437789,49.0,1.0,1.0,42047.22270183811,1.1720674602183863,49.0,0.5444444444444444
46.0,42953.78051501263,48.0,0.0,2.0,42957.17946932649,3.3989543138595764,46.0,0.5111111111111111
47.0,43838.53596469654,50.0,1.0,2.0,43840.702833628915,2.166868932377838,49.0,0.5444444444444444
48.0,44723.07470029376,38.0,0.0,0.0,44723.07470029376,0.0,38.0,0.4222222222222222
49.0,45601.53977229954,25.0,0.0,0.0,45601.53977229954,0.0,25.0,0.2777777777777778
50.0,46519.7782891923,29.0,0.0,0.0,46519.7782891923,0.0,29.0,0.32222222222222224
51.0,47413.45195113808,23.0,0.0,0.0,47413.45195113808,0.0,23.0,0.25555555555555554
52.0,48298.329430687794,17.0,0.0,0.0,48298.329430687794,0.0,17.0,0.18888888888888888
53.0,49209.31210339785,18.0,0.0,0.0,49209.31210339785,0.0,18.0,0.2
54.0,50088.72660744159,22.0,0.0,0.0,50088.72660744159,0.0,22.0,0.24444444444444444
55.0,50992.66724810293,13.0,0.0,0.0,50992.66724810293,0.0,13.0,0.14444444444444443
56.0,51897.4403289407,11.0,0.0,0.0,51897.4403289407,0.0,11.0,0.12222222222222222
57.0,52793.64781424319,18.0,0.0,0.0,52793.64781424319,0.0,18.0,0.2
58.0,53716.05118719649,33.0,1.0,2.0,53718.08040414521,2.0292169487147476,32.0,0.35555555555555557
59.0,54596.84795338246,18.0,0.0,0.0,54596.84795338246,0.0,18.0,0.2
60.0,55502.95928631416,20.0,0.0,1.0,55505.35198659005,2.3927002758937306,19.0,0.2111111111111111
