station_id,arrival_time,passenger_count_before,boarding_count,alighting_count,departure_time,residence_time,passenger_count_after,utilization_rate
0.0,8100.0,0.0,0.0,0.0,8100.0,0.0,0.0,0.0
1.0,8196.6,0.0,9.0,0.0,8212.946893569895,16.346893569894746,9.0,0.1
2.0,8329.246893569894,9.0,16.0,0.0,8357.17934563843,27.932452068534985,25.0,0.2777777777777778
3.0,8462.37934563843,25.0,3.0,1.0,8467.487665176852,5.108319538421711,27.0,0.3
4.0,8529.187665176853,27.0,4.0,0.0,8534.79068183079,5.60301665393672,31.0,0.34444444444444444
5.0,8618.99068183079,31.0,4.0,3.0,8628.161938218935,9.171256388144684,32.0,0.35555555555555557
6.0,8703.961938218934,32.0,0.0,0.0,8703.961938218934,0.0,32.0,0.35555555555555557
7.0,8808.461938218934,32.0,0.0,0.0,8808.461938218934,0.0,32.0,0.35555555555555557
8.0,8914.261938218933,32.0,2.0,4.0,8923.559426445949,9.297488227015492,30.0,0.3333333333333333
9.0,9041.559426445949,30.0,0.0,2.0,9043.597047159305,2.0376207133558637,28.0,0.3111111111111111
10.0,9108.797047159305,28.0,0.0,0.0,9108.797047159305,0.0,28.0,0.3111111111111111
11.0,9236.797047159305,28.0,7.0,0.0,9246.739933807834,9.942886648528656,35.0,0.3888888888888889
12.0,9362.239933807834,35.0,2.0,2.0,9366.25725053716,4.017316729326922,35.0,0.3888888888888889
13.0,9473.957250537162,35.0,0.0,0.0,9473.957250537162,0.0,35.0,0.3888888888888889
14.0,9531.157250537162,35.0,0.0,0.0,9531.157250537162,0.0,35.0,0.3888888888888889
15.0,9635.657250537162,35.0,0.0,0.0,9635.657250537162,0.0,35.0,0.3888888888888889
16.0,9710.457250537162,35.0,0.0,0.0,9710.457250537162,0.0,35.0,0.3888888888888889
17.0,9779.857250537161,35.0,1.0,5.0,9788.758244998817,8.9009944616555,31.0,0.34444444444444444
18.0,9916.758244998817,31.0,0.0,1.0,9918.192310542028,1.4340655432115454,30.0,0.3333333333333333
19.0,10015.892310542029,30.0,0.0,5.0,10025.722193161253,9.829882619224009,25.0,0.2777777777777778
20.0,10163.722193161253,25.0,0.0,0.0,10163.722193161253,0.0,25.0,0.2777777777777778
21.0,10301.722193161253,25.0,0.0,0.0,10301.722193161253,0.0,25.0,0.2777777777777778
22.0,10449.722193161253,25.0,0.0,0.0,10449.722193161253,0.0,25.0,0.2777777777777778
23.0,10513.222193161253,25.0,1.0,0.0,10515.701742233765,2.4795490725118725,26.0,0.28888888888888886
24.0,10615.701742233765,26.0,0.0,3.0,10619.236720052251,3.534977818486368,23.0,0.25555555555555554
25.0,10674.336720052252,23.0,1.0,1.0,10677.548548873265,3.211828821013114,23.0,0.25555555555555554
26.0,10855.548548873265,23.0,0.0,0.0,10855.548548873265,0.0,23.0,0.25555555555555554
27.0,10983.548548873265,23.0,1.0,0.0,10985.40695568328,1.8584068100153672,24.0,0.26666666666666666
28.0,11094.10695568328,24.0,0.0,1.0,11094.84808419823,0.7411285149482865,23.0,0.25555555555555554
29.0,11212.84808419823,23.0,0.0,0.0,11212.84808419823,0.0,23.0,0.25555555555555554
30.0,11319.44808419823,23.0,0.0,0.0,11319.44808419823,0.0,23.0,0.25555555555555554
31.0,11457.44808419823,23.0,1.0,0.0,11458.75414439522,1.3060601969900745,24.0,0.26666666666666666
32.0,11586.75414439522,24.0,0.0,1.0,11587.650428093002,0.8962836977825646,23.0,0.25555555555555554
33.0,11692.750428093002,23.0,0.0,2.0,11695.860922780506,3.1104946875038877,21.0,0.23333333333333334
34.0,11790.660922780506,21.0,3.0,2.0,11795.653588780864,4.99266600035844,22.0,0.24444444444444444
35.0,11911.453588780863,22.0,3.0,4.0,11916.760169042818,5.306580261954878,21.0,0.23333333333333334
36.0,12114.760169042818,21.0,0.0,0.0,12114.760169042818,0.0,21.0,0.23333333333333334
37.0,12332.760169042818,21.0,0.0,1.0,12334.259705413062,1.4995363702437317,20.0,0.2222222222222222
38.0,12502.259705413062,20.0,0.0,0.0,12502.259705413062,0.0,20.0,0.2222222222222222
39.0,12730.259705413062,20.0,0.0,1.0,12732.349689617957,2.0899842048947903,19.0,0.2111111111111111
40.0,12900.349689617957,19.0,0.0,2.0,12903.189327138733,2.8396375207757956,17.0,0.18888888888888888
41.0,13031.189327138733,17.0,0.0,0.0,13031.189327138733,0.0,17.0,0.18888888888888888
42.0,13149.189327138733,17.0,0.0,0.0,13149.189327138733,0.0,17.0,0.18888888888888888
43.0,13210.189327138733,17.0,1.0,10.0,13226.705864062153,16.516536923420063,8.0,0.08888888888888889
44.0,13312.205864062153,8.0,0.0,6.0,13323.946762894353,11.7408988322004,2.0,0.022222222222222223
45.0,13391.246762894352,2.0,0.0,1.0,13394.094498287915,2.847735393563198,1.0,0.011111111111111112
46.0,13454.694498287916,1.0,0.0,0.0,13454.694498287916,0.0,1.0,0.011111111111111112
47.0,13592.694498287916,1.0,0.0,1.0,13596.038952304556,3.3444540166401566,0.0,0.0
48.0,13681.138952304556,0.0,0.0,0.0,13681.138952304556,0.0,0.0,0.0
,,,,0.0,,,,
