bus_id,arrival_time,passenger_count_before,boarding_count,alighting_count,departure_time,residence_time,passenger_count_after,utilization_rate
0.0,1284.5,0.0,0.0,0.0,1284.5,0.0,0.0,0.0
1.0,2226.25725869115,19.0,0.0,0.0,2226.25725869115,0.0,19.0,0.2111111111111111
2.0,3107.791118677179,7.0,0.0,0.0,3107.791118677179,0.0,7.0,0.07777777777777778
3.0,4008.1667298564867,11.0,1.0,3.0,4011.9547373186256,3.7880074621389213,9.0,0.1
4.0,4925.5257295089,16.0,0.0,0.0,4925.5257295089,0.0,16.0,0.17777777777777778
5.0,5814.346644464536,15.0,0.0,0.0,5814.346644464536,0.0,15.0,0.16666666666666666
6.0,6716.781635487992,16.0,2.0,0.0,6721.581904705041,4.800269217048481,18.0,0.2
7.0,7643.3936877961205,30.0,0.0,0.0,7643.3936877961205,0.0,30.0,0.3333333333333333
8.0,8534.539250550468,35.0,1.0,0.0,8537.263093397158,2.7238428466898768,36.0,0.4
9.0,9473.957250537162,35.0,0.0,0.0,9473.957250537162,0.0,35.0,0.3888888888888889
10.0,10383.659647668852,45.0,0.0,0.0,10383.659647668852,0.0,45.0,0.5
11.0,11283.934930528674,53.0,1.0,1.0,11285.711245803439,1.7763152747647837,53.0,0.5888888888888889
12.0,12230.408983238109,77.0,0.0,0.0,12230.408983238109,0.0,77.0,0.8555555555555555
13.0,13063.860647381873,33.0,0.0,0.0,13063.860647381873,0.0,33.0,0.36666666666666664
14.0,14012.368420072495,57.0,0.0,0.0,14012.368420072495,0.0,57.0,0.6333333333333333
15.0,14845.039084780063,23.0,0.0,0.0,14845.039084780063,0.0,23.0,0.25555555555555554
16.0,15796.760424921224,46.0,0.0,1.0,15797.522293151218,0.7618682299944339,45.0,0.5
17.0,16662.581013349092,26.0,0.0,0.0,16662.581013349092,0.0,26.0,0.28888888888888886
18.0,17573.935806121848,30.0,0.0,0.0,17573.935806121848,0.0,30.0,0.3333333333333333
19.0,18482.01284141602,37.0,0.0,1.0,18482.77704393776,0.7642025217392074,36.0,0.4
20.0,19371.485398309153,32.0,0.0,0.0,19371.485398309153,0.0,32.0,0.35555555555555557
21.0,20238.306837852168,24.0,0.0,0.0,20238.306837852168,0.0,24.0,0.26666666666666666
22.0,21142.816434069886,13.0,0.0,0.0,21142.816434069886,0.0,13.0,0.14444444444444443
23.0,22051.869326395565,27.0,0.0,0.0,22051.869326395565,0.0,27.0,0.3
24.0,22931.252292399367,27.0,0.0,0.0,22931.252292399367,0.0,27.0,0.3
25.0,23841.15927768465,22.0,0.0,0.0,23841.15927768465,0.0,22.0,0.24444444444444444
26.0,24733.872219778495,23.0,0.0,0.0,24733.872219778495,0.0,23.0,0.25555555555555554
27.0,25610.951308571282,15.0,0.0,0.0,25610.951308571282,0.0,15.0,0.16666666666666666
28.0,26525.167749982844,25.0,0.0,0.0,26525.167749982844,0.0,25.0,0.2777777777777778
29.0,27437.653317029784,12.0,0.0,0.0,27437.653317029784,0.0,12.0,0.13333333333333333
30.0,28364.978474225114,39.0,0.0,1.0,28366.307446876417,1.3289726513030473,38.0,0.4222222222222222
31.0,29245.37578060213,24.0,0.0,0.0,29245.37578060213,0.0,24.0,0.26666666666666666
32.0,30165.83807181356,35.0,0.0,0.0,30165.83807181356,0.0,35.0,0.3888888888888889
