bus_id,arrival_time,passenger_count_before,boarding_count,alighting_count,departure_time,residence_time,passenger_count_after,utilization_rate
0.0,1521.0,0.0,0.0,0.0,1521.0,0.0,0.0,0.0
1.0,2466.963899734648,19.0,0.0,0.0,2466.963899734648,0.0,19.0,0.2111111111111111
2.0,3344.291118677179,7.0,0.0,0.0,3344.291118677179,0.0,7.0,0.07777777777777778
3.0,4252.218699321394,7.0,0.0,0.0,4252.218699321394,0.0,7.0,0.07777777777777778
4.0,5162.0257295089,16.0,0.0,0.0,5162.0257295089,0.0,16.0,0.17777777777777778
5.0,6051.389037496929,14.0,0.0,0.0,6051.389037496929,0.0,14.0,0.15555555555555556
6.0,6959.9010499925735,16.0,0.0,0.0,6959.9010499925735,0.0,16.0,0.17777777777777778
7.0,7879.8936877961205,30.0,0.0,0.0,7879.8936877961205,0.0,30.0,0.3333333333333333
8.0,8775.011829044242,35.0,0.0,0.0,8775.011829044242,0.0,35.0,0.3888888888888889
9.0,9710.457250537162,35.0,0.0,0.0,9710.457250537162,0.0,35.0,0.3888888888888889
10.0,10624.602352782986,45.0,0.0,0.0,10624.602352782986,0.0,45.0,0.5
11.0,11524.207289713455,52.0,0.0,0.0,11524.207289713455,0.0,52.0,0.5777777777777777
12.0,12468.55030066315,78.0,0.0,0.0,12468.55030066315,0.0,78.0,0.8666666666666667
13.0,13309.20563852783,29.0,0.0,0.0,13309.20563852783,0.0,29.0,0.32222222222222224
14.0,14248.868420072495,57.0,0.0,0.0,14248.868420072495,0.0,57.0,0.6333333333333333
15.0,15081.539084780063,23.0,0.0,0.0,15081.539084780063,0.0,23.0,0.25555555555555554
16.0,16035.89008432503,47.0,0.0,0.0,16035.89008432503,0.0,47.0,0.5222222222222223
17.0,16902.411016895046,27.0,0.0,0.0,16902.411016895046,0.0,27.0,0.3
18.0,17811.06820992372,31.0,0.0,0.0,17811.06820992372,0.0,31.0,0.34444444444444444
19.0,18720.36403515938,35.0,0.0,1.0,18721.12644691529,0.7624117559098522,34.0,0.37777777777777777
20.0,19611.088351221504,34.0,0.0,0.0,19611.088351221504,0.0,34.0,0.37777777777777777
21.0,20475.858750409632,25.0,0.0,0.0,20475.858750409632,0.0,25.0,0.2777777777777778
22.0,21380.27718554607,14.0,0.0,0.0,21380.27718554607,0.0,14.0,0.15555555555555556
23.0,22288.369326395565,27.0,0.0,0.0,22288.369326395565,0.0,27.0,0.3
24.0,23168.520059890026,28.0,0.0,0.0,23168.520059890026,0.0,28.0,0.3111111111111111
25.0,24077.65927768465,22.0,0.0,0.0,24077.65927768465,0.0,22.0,0.24444444444444444
26.0,24970.372219778495,23.0,0.0,0.0,24970.372219778495,0.0,23.0,0.25555555555555554
