bus_id,arrival_time,passenger_count_before,boarding_count,alighting_count,departure_time,residence_time,passenger_count_after,utilization_rate
0.0,750.0999999999999,0.0,0.0,0.0,750.0999999999999,0.0,0.0,0.0
1.0,1676.388619809788,14.0,6.0,0.0,1690.5547224994982,14.166102689710215,20.0,0.2222222222222222
2.0,2565.8993833785044,5.0,1.0,0.0,2568.369687379826,2.4703040013214377,6.0,0.06666666666666667
3.0,3464.0167028877363,8.0,0.0,1.0,3464.3241073597965,0.3074044720601705,7.0,0.07777777777777778
4.0,4375.993470362065,9.0,3.0,0.0,4378.557825024498,2.5643546624332885,12.0,0.13333333333333333
5.0,5265.095532151029,7.0,2.0,0.0,5266.581842606495,1.4863104554660822,9.0,0.1
6.0,6174.0414510365235,15.0,0.0,0.0,6174.0414510365235,0.0,15.0,0.16666666666666666
7.0,7093.210112609187,25.0,0.0,0.0,7093.210112609187,0.0,25.0,0.2777777777777778
8.0,7972.646145519642,16.0,3.0,0.0,7976.384572191885,3.7384266722428947,19.0,0.2111111111111111
9.0,8914.261938218933,32.0,2.0,4.0,8923.559426445949,9.297488227015492,30.0,0.3333333333333333
10.0,9821.210705524665,38.0,1.0,2.0,9823.545501051047,2.3347955263816402,37.0,0.4111111111111111
11.0,10712.091587860354,35.0,8.0,0.0,10724.681065843077,12.58947798272311,43.0,0.4777777777777778
12.0,11641.774526957823,53.0,6.0,2.0,11650.793533751194,9.019006793370863,57.0,0.6333333333333333
13.0,12495.705977484586,23.0,7.0,2.0,12505.917724704123,10.211747219536846,28.0,0.3111111111111111
14.0,13422.673527455752,46.0,17.0,2.0,13455.86035362023,33.18682616447768,61.0,0.6777777777777778
15.0,14297.255465805118,18.0,3.0,0.0,14302.612853841627,5.357388036509292,21.0,0.23333333333333334
16.0,15234.362052248833,40.0,8.0,5.0,15253.835440183551,19.47338793471863,43.0,0.4777777777777778
17.0,16097.872868644567,28.0,1.0,1.0,16099.876262796322,2.003394151755856,28.0,0.3111111111111111
18.0,17004.235283367263,19.0,1.0,1.0,17005.572026725782,1.3367433585190156,19.0,0.2111111111111111
19.0,17914.16367406348,27.0,2.0,4.0,17921.881173004014,7.717498940535734,25.0,0.2777777777777778
20.0,18805.298869124752,25.0,8.0,3.0,18817.04660389677,11.747734772019612,30.0,0.3333333333333333
21.0,19689.73412627013,16.0,3.0,1.0,19692.686522484688,2.952396214557666,18.0,0.2
22.0,20598.277195223745,15.0,1.0,3.0,20602.75321747431,4.476022250564711,13.0,0.14444444444444443
23.0,21479.54724204057,18.0,8.0,1.0,21490.689414402597,11.142172362026031,25.0,0.2777777777777778
24.0,22388.89446545488,24.0,1.0,1.0,22390.903961092212,2.009495637332293,24.0,0.26666666666666666
25.0,23273.284127304414,14.0,4.0,0.0,23278.87730370561,5.593176401194796,18.0,0.2
26.0,24172.679135262137,15.0,1.0,2.0,24176.559047151735,3.8799118895985885,14.0,0.15555555555555556
27.0,25055.14546747155,3.0,6.0,0.0,25063.2589076509,8.113440179349709,9.0,0.1
28.0,25972.40422059737,14.0,2.0,0.0,25975.027543920856,2.623323323485238,16.0,0.17777777777777778
29.0,26881.745798996704,13.0,2.0,3.0,26885.414503281336,3.6687042846315308,12.0,0.13333333333333333
30.0,27796.635930568762,23.0,13.0,3.0,27820.066886439115,23.4309558703535,33.0,0.36666666666666664
31.0,28706.367479786502,25.0,0.0,0.0,28706.367479786502,0.0,25.0,0.2777777777777778
32.0,29596.643827741937,24.0,4.0,2.0,29609.595626530096,12.951798788159067,26.0,0.28888888888888886
33.0,30462.72269278605,8.0,7.0,0.0,30473.09490758489,10.372214798841014,15.0,0.16666666666666666
34.0,31378.922782389556,17.0,6.0,2.0,31388.042866122138,9.120083732581406,21.0,0.23333333333333334
35.0,32295.083146901867,20.0,4.0,0.0,32300.599518831434,5.516371929566958,24.0,0.26666666666666666
36.0,33211.61970197844,20.0,5.0,2.0,33222.398003877985,10.778301899546932,23.0,0.25555555555555554
37.0,34103.928215984066,32.0,0.0,2.0,34107.317145110515,3.3889291264495114,30.0,0.3333333333333333
38.0,35012.658916485656,31.0,18.0,0.0,35040.91277019401,28.253853708352835,49.0,0.5444444444444444
39.0,35892.47018802271,23.0,6.0,3.0,35906.1276261227,13.657438099995488,26.0,0.28888888888888886
40.0,36773.24414350929,10.0,4.0,0.0,36781.44113307293,8.196989563635725,14.0,0.15555555555555556
41.0,37749.88857925007,48.0,3.0,3.0,37757.7249553608,7.836376110724814,48.0,0.5333333333333333
